Income,EmploymentType,LoanAmount,CreditScore,Age,LoanDuration,NumberPreviousDefaults,CollateralInformation,MaritalStatus,Dependents,LoanRepaymentHistory,LoanApproval
44541.0,Unemployed,24987.0,535.0,49,78.0,0,Yes,Divorced,0,Average,0
45850.0,Self-Employed,18438.0,590.0,68,51.0,0,No,Single,1,Good,0
56763.0,Self-Employed,14192.0,338.0,55,26.0,0,Yes,Single,1,Poor,0
42892.0,Unemployed,22731.0,482.0,50,6.0,1,Yes,Married,1,Good,0
44513.0,Salaried,40042.0,329.0,40,44.0,2,No,Divorced,5,Poor,0
50003.0,Self-Employed,17461.0,687.0,32,42.0,0,No,Married,2,Good,1
67259.0,Salaried,21111.0,442.0,50,28.0,0,Yes,Single,2,Average,0
33010.0,Self-Employed,26775.0,718.0,42,35.0,0,No,Married,4,Good,0
61388.0,Unemployed,15427.0,373.0,34,8.0,0,Yes,Single,2,Average,0
61877.0,Unemployed,30182.0,354.0,50,75.0,1,Yes,Single,5,Good,0
,Salaried,7368.0,323.0,64,112.0,0,Yes,Single,4,Good,0
37899.0,Unemployed,16738.0,321.0,19,85.0,0,No,Single,1,Average,0
24610.0,Salaried,17510.0,727.0,31,57.0,0,No,Married,3,Good,0
58396.0,Salaried,21209.0,331.0,57,54.0,0,Yes,Single,2,Good,0
52813.0,Self-Employed,4228.0,638.0,57,41.0,0,Yes,Single,2,Good,1
65066.0,Self-Employed,30822.0,814.0,68,22.0,0,No,Married,5,Average,1
39492.0,Unemployed,23314.0,811.0,56,74.0,3,Yes,Single,2,Poor,0
61402.0,Salaried,28983.0,369.0,68,71.0,0,Yes,Single,0,Good,0
65816.0,Self-Employed,32904.0,387.0,23,6.0,0,No,Single,2,Average,0
48570.0,Unemployed,14075.0,518.0,23,53.0,0,Yes,Single,3,Poor,0
56254.0,Unemployed,45.0,569.0,20,37.0,0,Yes,Married,0,Average,0
55729.0,Self-Employed,29171.0,377.0,24,25.0,0,Yes,Single,4,Good,1
37678.0,Unemployed,17709.0,309.0,68,86.0,0,Yes,Single,1,Good,0
57966.0,Self-Employed,10935.0,767.0,25,66.0,1,No,Single,0,Good,1
74337.0,Salaried,24610.0,635.0,59,78.0,0,Yes,Single,3,Good,1
50333.0,Unemployed,39708.0,485.0,69,88.0,0,Yes,Single,0,Good,0
28086.0,Salaried,19129.0,845.0,32,118.0,0,Yes,Single,4,Average,0
39692.0,Self-Employed,27609.0,420.0,64,98.0,0,Yes,Single,0,Average,0
23309.0,Salaried,12100.0,573.0,46,77.0,0,Yes,Single,2,Average,0
69354.0,Self-Employed,6506.0,709.0,50,107.0,2,Yes,Married,0,Good,1
61462.0,Unemployed,27312.0,657.0,69,60.0,0,Yes,Single,2,Good,0
42479.0,Unemployed,24369.0,397.0,47,119.0,0,Yes,Single,5,Average,0
28729.0,Unemployed,16274.0,,56,93.0,1,Yes,Married,3,Good,0
37501.0,Salaried,33650.0,413.0,44,80.0,0,Yes,Single,3,Poor,0
40426.0,Salaried,5884.0,786.0,53,109.0,0,Yes,Married,0,Good,1
51641.0,Salaried,10160.0,540.0,46,65.0,0,Yes,Single,1,Good,0
51136.0,Self-Employed,15657.0,455.0,55,88.0,1,Yes,Married,2,Average,0
70121.0,Unemployed,17149.0,,50,38.0,0,Yes,Divorced,3,Average,0
39609.0,Salaried,31723.0,343.0,54,116.0,1,Yes,Single,1,Good,0
,Self-Employed,20394.0,611.0,44,77.0,2,No,Single,5,Average,1
32645.0,Salaried,18456.0,437.0,50,95.0,1,Yes,Married,3,Good,0
49655.0,Self-Employed,9840.0,735.0,21,58.0,4,No,Divorced,1,Good,1
39070.0,Unemployed,28693.0,,39,105.0,1,No,Single,0,Good,0
45620.0,Salaried,10907.0,598.0,19,14.0,2,Yes,Married,3,Average,0
43189.0,Unemployed,9803.0,561.0,27,19.0,2,Yes,Single,2,Average,0
64854.0,Salaried,16798.0,811.0,22,64.0,1,Yes,Married,4,Good,1
41196.0,Self-Employed,21306.0,361.0,27,90.0,1,Yes,Single,3,Average,0
44340.0,Unemployed,14239.0,722.0,50,99.0,3,Yes,Married,3,Average,0
60759.0,Salaried,25656.0,695.0,55,56.0,0,Yes,Single,5,Good,1
41525.0,Salaried,17736.0,330.0,30,80.0,0,No,Married,3,Good,0
56348.0,Unemployed,28422.0,629.0,48,69.0,0,Yes,Single,4,Good,0
54972.0,Self-Employed,24041.0,468.0,64,116.0,2,No,Married,2,Good,0
52126.0,Unemployed,34332.0,565.0,53,81.0,0,No,Married,5,Poor,0
32984.0,Salaried,16462.0,607.0,62,53.0,1,Yes,Married,2,Average,0
68447.0,Unemployed,26752.0,758.0,41,117.0,1,No,Divorced,4,Good,0
83310.0,Unemployed,5706.0,484.0,69,18.0,3,No,Married,5,Good,0
50132.0,Self-Employed,43133.0,633.0,32,119.0,0,Yes,Married,2,Good,1
34305.0,Self-Employed,26352.0,814.0,46,23.0,1,Yes,Single,0,Good,0
50437.0,Unemployed,17630.0,740.0,25,39.0,1,Yes,Divorced,1,Good,0
64848.0,Self-Employed,17927.0,690.0,22,100.0,3,Yes,Married,1,Good,1
40772.0,Self-Employed,18024.0,553.0,46,90.0,2,Yes,Married,0,Good,0
,Salaried,34720.0,,64,117.0,0,Yes,Married,3,Good,0
55110.0,Self-Employed,27188.0,699.0,21,92.0,0,Yes,Married,1,Good,1
68046.0,Unemployed,16453.0,465.0,29,79.0,0,No,Married,0,Good,0
61631.0,Unemployed,10089.0,559.0,62,45.0,3,Yes,Married,0,Good,0
62253.0,Salaried,29569.0,303.0,19,6.0,0,Yes,Married,1,Good,0
43606.0,Salaried,26708.0,418.0,44,20.0,1,Yes,Single,2,Good,0
,Salaried,25651.0,769.0,48,40.0,1,No,Divorced,5,Good,0
39171.0,Unemployed,19330.0,769.0,68,10.0,0,Yes,Married,4,Poor,0
62683.0,Unemployed,17603.0,792.0,68,64.0,0,Yes,Married,4,Good,0
67268.0,Self-Employed,33482.0,799.0,53,95.0,0,Yes,Married,4,Good,1
58300.0,Salaried,34226.0,369.0,53,116.0,2,Yes,Married,4,Good,0
44489.0,Self-Employed,25121.0,669.0,43,62.0,0,No,Married,1,Good,1
46944.0,Self-Employed,27759.0,480.0,60,106.0,0,Yes,Married,0,Good,0
77098.0,Unemployed,21889.0,304.0,44,119.0,1,Yes,Married,3,Average,0
44739.0,Self-Employed,9040.0,496.0,22,104.0,0,,Married,0,Poor,0
65750.0,Salaried,12162.0,346.0,37,59.0,2,No,Married,1,Good,0
55083.0,Salaried,29169.0,439.0,28,43.0,0,No,Single,4,Good,0
44988.0,Unemployed,30190.0,839.0,27,118.0,0,Yes,Married,3,Average,0
29830.0,Unemployed,28433.0,726.0,57,33.0,0,No,Married,4,Good,0
53174.0,Unemployed,22768.0,609.0,55,53.0,0,Yes,Married,3,Good,0
51367.0,Salaried,28730.0,573.0,23,14.0,0,No,Married,3,Average,0
77098.0,Unemployed,19535.0,838.0,25,97.0,1,No,Single,1,Good,0
37097.0,Salaried,24971.0,689.0,40,,0,Yes,,1,Good,0
84422.0,Self-Employed,18363.0,758.0,64,15.0,0,Yes,Married,1,Good,1
55682.0,Unemployed,11546.0,660.0,43,31.0,0,Yes,Divorced,4,Good,0
55667.0,Unemployed,26917.0,,63,69.0,0,Yes,Married,5,Poor,0
41104.0,Unemployed,30201.0,730.0,60,68.0,2,Yes,Single,0,Good,0
54721.0,Salaried,39792.0,331.0,29,98.0,0,Yes,Married,3,Good,0
57096.0,Self-Employed,22112.0,812.0,43,36.0,4,Yes,Married,2,,1
64060.0,Unemployed,11618.0,481.0,30,112.0,0,Yes,Married,3,Good,0
35325.0,Self-Employed,17372.0,547.0,57,57.0,0,Yes,Single,1,Good,0
71102.0,Unemployed,18913.0,,35,100.0,0,Yes,Single,0,Good,0
,Salaried,21188.0,329.0,42,33.0,0,Yes,Married,1,Good,0
59123.0,Self-Employed,23767.0,601.0,50,10.0,1,Yes,Married,1,Good,1
46686.0,Self-Employed,22904.0,775.0,64,12.0,0,No,Married,0,Average,1
36078.0,Unemployed,26217.0,651.0,57,48.0,0,,Single,2,Good,0
51091.0,Self-Employed,21579.0,781.0,60,115.0,1,Yes,Single,4,Poor,1
52809.0,Salaried,2198.0,616.0,29,11.0,0,Yes,Single,5,Good,1
29219.0,Self-Employed,21817.0,696.0,61,48.0,3,Yes,Divorced,3,Good,0
61899.0,Self-Employed,20694.0,388.0,53,18.0,3,No,Single,1,Poor,0
64948.0,Self-Employed,24402.0,533.0,65,113.0,1,Yes,Married,2,Average,0
39055.0,Self-Employed,17108.0,467.0,21,83.0,1,No,Married,1,Good,0
34661.0,Unemployed,21788.0,425.0,22,93.0,1,Yes,Married,1,Good,0
45456.0,Unemployed,24450.0,419.0,54,88.0,0,Yes,Single,5,Average,0
50358.0,Self-Employed,18720.0,727.0,25,81.0,1,Yes,Married,3,Good,1
46037.0,Self-Employed,25407.0,489.0,59,94.0,0,No,Married,2,Good,0
49086.0,Salaried,20561.0,727.0,66,6.0,1,No,Single,2,Good,1
53322.0,Unemployed,21253.0,501.0,45,105.0,3,Yes,Married,1,Average,0
29476.0,Unemployed,-3382.0,358.0,48,91.0,0,Yes,Single,2,Good,0
31201.0,Unemployed,10849.0,522.0,26,91.0,2,Yes,Divorced,3,Good,0
9166.0,Self-Employed,10871.0,791.0,68,51.0,3,No,Married,5,Poor,0
64138.0,Unemployed,21731.0,310.0,46,98.0,0,Yes,Single,2,Good,0
50228.0,Salaried,30173.0,,31,49.0,0,No,Married,1,Average,0
65718.0,Salaried,19053.0,609.0,57,11.0,2,Yes,Married,5,Good,1
32934.0,Salaried,26786.0,333.0,58,110.0,3,Yes,Married,1,Average,0
50366.0,Salaried,25186.0,,39,32.0,0,Yes,,0,Good,0
53222.0,Salaried,21119.0,780.0,28,17.0,0,Yes,Single,3,Good,1
41573.0,Unemployed,24592.0,392.0,40,77.0,1,No,Married,4,Good,0
26699.0,Self-Employed,21968.0,432.0,18,32.0,0,No,Married,1,Poor,0
76188.0,Self-Employed,18862.0,718.0,63,104.0,0,No,Married,1,Good,1
70989.0,Self-Employed,23129.0,767.0,54,57.0,0,Yes,Single,1,Good,1
44271.0,Self-Employed,31573.0,,38,6.0,0,No,Married,4,Good,1
57653.0,Unemployed,23782.0,329.0,43,115.0,0,Yes,Single,5,Average,0
42728.0,Unemployed,21744.0,,63,65.0,1,Yes,Married,5,Average,0
35069.0,Unemployed,12980.0,360.0,53,36.0,0,Yes,Single,1,Good,0
77409.0,Salaried,31327.0,757.0,40,83.0,1,Yes,Single,5,Good,1
25169.0,Self-Employed,8744.0,,18,67.0,0,Yes,Single,1,Average,0
45717.0,Unemployed,6351.0,639.0,68,9.0,0,Yes,Married,5,Good,0
51265.0,Unemployed,22972.0,747.0,57,93.0,0,Yes,Single,5,Good,0
74769.0,Unemployed,12954.0,601.0,32,52.0,0,Yes,Married,4,Good,0
63449.0,Self-Employed,28713.0,839.0,38,86.0,0,Yes,Single,5,,1
24916.0,Self-Employed,6530.0,784.0,64,108.0,0,Yes,Married,0,Poor,0
49959.0,Salaried,27694.0,376.0,26,76.0,0,No,Married,3,Good,0
50316.0,Salaried,26568.0,814.0,26,83.0,0,Yes,Single,0,Good,1
46575.0,Salaried,20944.0,848.0,27,35.0,1,Yes,Single,3,Average,1
59297.0,Self-Employed,3203.0,391.0,69,33.0,0,No,Single,2,Good,0
28863.0,Salaried,6214.0,765.0,43,53.0,3,No,Married,5,Poor,0
43870.0,Salaried,21919.0,765.0,58,104.0,1,No,Divorced,2,Good,1
57182.0,Unemployed,18138.0,339.0,52,66.0,0,,Single,4,Poor,0
60194.0,Self-Employed,25819.0,628.0,69,46.0,0,No,Married,1,Poor,0
52241.0,Salaried,19454.0,584.0,42,95.0,0,Yes,Married,0,Poor,0
45674.0,Salaried,18759.0,365.0,43,104.0,0,No,Married,4,Good,0
48201.0,Self-Employed,589.0,408.0,28,109.0,0,No,Married,1,Average,0
,Salaried,26579.0,714.0,55,40.0,0,Yes,Divorced,4,Average,1
50509.0,Self-Employed,14807.0,391.0,19,87.0,0,,Married,2,Good,1
34372.0,Self-Employed,16814.0,667.0,24,73.0,0,,Married,5,Good,0
31498.0,Self-Employed,11442.0,722.0,35,57.0,1,No,Single,2,Average,0
27655.0,Salaried,7677.0,539.0,44,51.0,2,No,Married,2,Poor,0
71834.0,Salaried,31777.0,,51,19.0,1,Yes,Divorced,4,Average,1
62112.0,Salaried,26364.0,511.0,44,37.0,0,Yes,Divorced,4,Good,0
48403.0,Self-Employed,26496.0,699.0,34,69.0,0,Yes,Single,0,Average,1
43193.0,Salaried,18268.0,825.0,60,107.0,0,No,Married,4,,1
,Unemployed,6097.0,767.0,61,105.0,1,No,Single,2,Good,0
,Self-Employed,36816.0,469.0,68,27.0,0,No,Married,5,Average,0
78567.0,Salaried,23378.0,509.0,41,84.0,0,No,Single,3,,0
40919.0,Self-Employed,21094.0,555.0,42,15.0,0,No,,4,Average,0
67076.0,Salaried,17127.0,372.0,24,83.0,3,Yes,Married,2,Good,0
50420.0,Self-Employed,3644.0,446.0,69,45.0,0,No,Single,1,Good,0
,Unemployed,29132.0,639.0,23,57.0,0,Yes,Single,4,Average,0
72563.0,Self-Employed,11538.0,616.0,41,88.0,0,Yes,Single,0,Good,1
49848.0,Self-Employed,24373.0,453.0,50,54.0,0,Yes,Married,3,Poor,0
54445.0,Self-Employed,26167.0,554.0,66,98.0,0,Yes,Married,5,Poor,0
53724.0,Salaried,22673.0,650.0,46,67.0,0,Yes,Married,5,Poor,1
25616.0,Self-Employed,23760.0,846.0,60,120.0,0,Yes,Married,4,Poor,0
54326.0,Salaried,30769.0,611.0,39,79.0,1,Yes,,2,Good,1
41560.0,Self-Employed,13661.0,433.0,43,40.0,0,No,Single,4,Good,0
28683.0,Salaried,21316.0,428.0,45,95.0,1,Yes,Married,0,Average,0
42243.0,Salaried,18199.0,735.0,67,52.0,0,Yes,Married,4,,1
42119.0,Salaried,5283.0,579.0,38,67.0,1,Yes,Single,1,Average,0
65448.0,Salaried,22291.0,,66,21.0,0,Yes,Married,4,Good,0
34043.0,Self-Employed,30010.0,551.0,24,19.0,1,Yes,Married,2,Poor,0
38152.0,Self-Employed,31011.0,,34,72.0,0,Yes,Married,4,Good,0
53531.0,Salaried,34860.0,822.0,37,27.0,3,No,Married,3,Average,1
30113.0,Salaried,5810.0,618.0,58,120.0,0,Yes,,5,Good,0
40115.0,Salaried,33029.0,379.0,66,104.0,1,No,Married,4,Average,0
25033.0,Unemployed,21479.0,490.0,37,86.0,1,Yes,Single,5,Poor,1
63800.0,Unemployed,32805.0,752.0,39,90.0,0,No,Married,0,Good,0
45480.0,Self-Employed,16842.0,643.0,45,74.0,0,No,Single,2,Good,1
49761.0,Unemployed,15754.0,329.0,57,12.0,0,Yes,Married,2,Good,0
63740.0,Unemployed,10278.0,713.0,66,51.0,0,Yes,Married,0,Good,0
39166.0,Salaried,26208.0,667.0,24,63.0,0,,Single,0,Average,0
45320.0,Salaried,24116.0,801.0,18,111.0,0,Yes,Single,0,Average,1
34155.0,Unemployed,11064.0,320.0,49,31.0,0,Yes,Single,4,Good,0
34122.0,Unemployed,2687.0,848.0,30,63.0,0,Yes,Married,2,Good,0
36191.0,Unemployed,23322.0,545.0,47,45.0,1,No,Divorced,4,Poor,0
42613.0,Salaried,24233.0,582.0,40,21.0,0,No,Single,5,Average,0
44228.0,Self-Employed,12104.0,531.0,68,17.0,1,Yes,Married,0,Good,0
54329.0,Unemployed,10497.0,615.0,36,,0,Yes,Married,5,Good,0
,Self-Employed,25247.0,635.0,49,15.0,0,Yes,Married,1,Good,1
54794.0,Self-Employed,34851.0,710.0,47,13.0,0,,Married,2,Average,1
57275.0,Unemployed,16040.0,,46,46.0,1,No,Married,5,Average,0
42983.0,Self-Employed,12963.0,686.0,66,,0,Yes,Married,1,Average,1
37929.0,Salaried,22391.0,657.0,62,69.0,3,Yes,Single,5,Average,0
51276.0,Unemployed,25082.0,321.0,46,8.0,0,Yes,Single,3,Poor,0
46956.0,Unemployed,17086.0,318.0,47,40.0,0,Yes,Married,0,Good,0
53305.0,Unemployed,36201.0,586.0,33,58.0,0,Yes,Married,4,Good,0
73548.0,Unemployed,27213.0,575.0,57,116.0,0,Yes,Single,0,Good,0
51030.0,Salaried,16950.0,371.0,36,78.0,0,Yes,Divorced,3,Poor,0
40412.0,Salaried,7260.0,664.0,35,107.0,0,Yes,Single,2,Good,1
36637.0,Self-Employed,30555.0,634.0,18,45.0,0,No,Married,0,Good,0
37217.0,Unemployed,29535.0,498.0,31,57.0,0,Yes,Married,3,Average,0
28059.0,Unemployed,17578.0,316.0,68,54.0,0,,Married,2,Good,0
63991.0,Self-Employed,22805.0,517.0,64,108.0,4,Yes,Married,0,Good,0
16501.0,Salaried,18796.0,446.0,67,116.0,0,Yes,Single,3,Average,0
57322.0,Unemployed,24165.0,509.0,19,116.0,0,No,Single,0,Poor,0
36979.0,Self-Employed,11800.0,713.0,45,92.0,3,Yes,Single,3,Good,0
42314.0,Salaried,10660.0,629.0,66,63.0,0,Yes,Married,1,Good,1
36530.0,Self-Employed,26487.0,651.0,67,68.0,0,Yes,Single,4,Poor,0
71688.0,Self-Employed,27501.0,,47,118.0,1,No,Married,5,Average,0
50245.0,Salaried,16074.0,400.0,55,38.0,2,No,Single,5,Average,0
61856.0,Unemployed,14007.0,626.0,68,45.0,1,Yes,Married,5,Good,0
69508.0,Salaried,29181.0,626.0,21,109.0,0,Yes,Single,0,Good,1
52451.0,Unemployed,14278.0,454.0,18,50.0,3,Yes,Married,3,Good,0
32066.0,Salaried,20443.0,309.0,25,33.0,0,Yes,Married,1,Good,0
46690.0,Unemployed,19429.0,652.0,46,70.0,4,Yes,Divorced,0,Average,0
38866.0,Unemployed,8265.0,482.0,56,43.0,2,Yes,Married,2,Average,0
42447.0,Self-Employed,21537.0,754.0,20,108.0,2,No,Married,2,Average,1
48581.0,Self-Employed,20755.0,305.0,49,110.0,0,Yes,Single,1,Good,0
47988.0,Unemployed,22882.0,632.0,27,41.0,0,No,Divorced,0,Good,0
56182.0,Salaried,21266.0,632.0,27,66.0,1,No,Married,2,Average,1
58360.0,Unemployed,37085.0,,36,119.0,0,No,Married,0,Good,0
47988.0,Salaried,29293.0,510.0,63,91.0,0,Yes,Married,0,Good,0
,Unemployed,20310.0,350.0,51,30.0,2,Yes,Single,2,Good,0
,Salaried,21042.0,744.0,50,73.0,0,Yes,Married,0,Good,1
69722.0,Self-Employed,34109.0,,40,77.0,0,Yes,Single,5,Good,0
41517.0,Salaried,26905.0,785.0,45,81.0,0,Yes,Single,5,Good,1
,Self-Employed,10168.0,350.0,49,8.0,0,Yes,Single,5,Poor,0
27859.0,Salaried,27592.0,453.0,67,40.0,0,Yes,Married,0,Good,0
44294.0,Self-Employed,29942.0,609.0,24,104.0,0,Yes,Single,2,Good,1
45035.0,Salaried,32942.0,,46,33.0,1,No,Married,4,Good,1
54185.0,Unemployed,16788.0,433.0,25,40.0,1,No,Married,3,Good,0
62927.0,Salaried,16204.0,519.0,18,43.0,0,Yes,Married,1,Good,0
31259.0,Self-Employed,12465.0,462.0,20,26.0,0,No,Single,4,Good,0
33380.0,Self-Employed,22465.0,801.0,41,23.0,1,Yes,Divorced,1,Good,0
28971.0,Salaried,25863.0,414.0,40,45.0,1,Yes,Married,5,Good,0
69803.0,Unemployed,15893.0,798.0,25,106.0,2,No,Married,0,Poor,0
54464.0,Salaried,18865.0,771.0,64,6.0,0,Yes,Married,4,Good,1
33734.0,Salaried,3570.0,448.0,54,38.0,1,Yes,Single,0,Good,0
43354.0,Self-Employed,32076.0,,20,12.0,0,Yes,Married,5,Poor,0
67726.0,Unemployed,7480.0,422.0,68,70.0,0,Yes,Single,2,Average,0
45828.0,Unemployed,22998.0,368.0,50,34.0,2,Yes,Married,0,Average,0
44942.0,Unemployed,21906.0,362.0,45,97.0,0,Yes,Single,5,Good,0
38281.0,Unemployed,20366.0,315.0,64,73.0,0,Yes,Divorced,5,Poor,0
34625.0,Salaried,20550.0,689.0,25,96.0,0,Yes,Married,5,Good,0
67750.0,Unemployed,11906.0,557.0,51,79.0,0,Yes,Single,2,Average,0
75109.0,Unemployed,17375.0,516.0,52,56.0,0,Yes,Married,0,Average,0
,Unemployed,27752.0,,49,105.0,1,No,Single,1,Good,0
71074.0,Self-Employed,30121.0,413.0,41,60.0,0,No,Divorced,0,Poor,0
42689.0,Self-Employed,16633.0,679.0,31,115.0,0,Yes,Married,0,,1
58005.0,Self-Employed,7517.0,536.0,49,120.0,2,No,Married,0,Good,0
71153.0,Unemployed,13771.0,775.0,63,73.0,0,Yes,Married,3,Good,0
47824.0,Salaried,34822.0,428.0,60,83.0,2,Yes,Divorced,4,Average,0
45081.0,Salaried,14247.0,809.0,33,35.0,0,Yes,Married,3,Good,1
62016.0,Self-Employed,19222.0,464.0,21,99.0,0,Yes,Married,1,Good,0
33351.0,Self-Employed,31327.0,576.0,69,83.0,0,No,Single,3,Good,0
67206.0,Unemployed,15785.0,556.0,54,109.0,1,No,Single,1,Average,1
52142.0,Self-Employed,18676.0,431.0,38,36.0,0,Yes,Married,2,Poor,0
,Self-Employed,26356.0,556.0,31,96.0,2,Yes,Married,5,Good,0
40937.0,Self-Employed,33694.0,,48,60.0,0,Yes,Married,0,Average,0
29248.0,Self-Employed,14836.0,508.0,65,27.0,0,Yes,Married,5,Poor,0
41957.0,Salaried,31137.0,818.0,35,25.0,0,Yes,Married,1,Good,1
46039.0,Unemployed,17748.0,350.0,24,70.0,0,No,Married,4,Good,0
34081.0,Salaried,12913.0,802.0,27,42.0,0,No,Married,1,Good,0
,Self-Employed,21996.0,558.0,24,17.0,0,No,Married,0,Average,0
,Unemployed,10739.0,477.0,50,55.0,0,Yes,Married,2,Good,0
46798.0,Unemployed,23776.0,842.0,40,81.0,0,Yes,Single,2,Good,0
59941.0,Salaried,45197.0,,38,42.0,0,Yes,Married,3,Good,0
37893.0,Salaried,28845.0,617.0,36,115.0,0,,Married,1,Good,0
65051.0,Self-Employed,19161.0,663.0,65,95.0,0,Yes,Married,5,Good,1
51827.0,Salaried,28418.0,354.0,36,64.0,0,Yes,Single,4,Average,0
73179.0,Self-Employed,12548.0,455.0,53,113.0,0,Yes,Married,5,Good,0
86213.0,Self-Employed,13891.0,343.0,46,55.0,0,No,Single,4,Average,0
,Self-Employed,19383.0,841.0,35,22.0,0,No,Single,4,Average,1
43564.0,Unemployed,20702.0,,19,10.0,2,Yes,Married,0,Poor,0
46306.0,Unemployed,9654.0,313.0,18,113.0,0,Yes,Married,3,Good,0
58936.0,Salaried,17548.0,656.0,64,116.0,0,No,Single,5,Average,1
69890.0,Salaried,18843.0,782.0,22,91.0,2,Yes,Divorced,0,Average,1
40208.0,Unemployed,32336.0,658.0,37,17.0,0,Yes,Married,2,Good,0
55719.0,Salaried,9653.0,,28,39.0,0,Yes,Divorced,1,Good,0
47961.0,Self-Employed,8912.0,374.0,59,10.0,3,Yes,Married,4,Good,0
59272.0,Self-Employed,21406.0,493.0,19,11.0,3,Yes,,5,Average,0
72642.0,Unemployed,29207.0,662.0,20,34.0,1,No,Married,0,Good,0
46395.0,Salaried,24413.0,395.0,40,71.0,0,Yes,,4,Poor,0
24952.0,Salaried,22421.0,339.0,29,13.0,0,Yes,Married,2,Average,0
61159.0,Unemployed,17691.0,696.0,37,119.0,4,Yes,Single,5,Average,0
37509.0,Self-Employed,25409.0,406.0,22,58.0,3,Yes,Single,0,Poor,0
47853.0,Self-Employed,26615.0,316.0,54,36.0,0,Yes,Married,1,Average,0
61805.0,Salaried,17942.0,826.0,55,65.0,0,,Single,4,Good,1
54461.0,Unemployed,12411.0,798.0,47,96.0,0,Yes,Divorced,4,Good,0
48474.0,Unemployed,12463.0,824.0,26,41.0,0,Yes,Single,0,,0
,Self-Employed,27030.0,342.0,51,11.0,1,No,Married,0,Good,0
6502.0,Self-Employed,7646.0,649.0,61,11.0,0,Yes,Married,2,Poor,0
60475.0,Salaried,33416.0,329.0,52,103.0,0,Yes,Married,0,Good,0
46206.0,Unemployed,16351.0,740.0,69,18.0,0,Yes,Divorced,4,Good,0
72700.0,Salaried,22476.0,841.0,39,79.0,0,Yes,Married,4,Average,1
55970.0,Salaried,25614.0,754.0,61,50.0,0,Yes,Married,4,Average,0
41883.0,Unemployed,14531.0,393.0,41,95.0,0,No,Single,2,Poor,0
66003.0,Unemployed,16321.0,594.0,34,12.0,0,Yes,Married,3,Good,0
67267.0,Self-Employed,21056.0,848.0,27,109.0,3,No,Married,3,Good,1
46715.0,Unemployed,13170.0,388.0,47,86.0,0,Yes,Single,4,Average,0
67905.0,Salaried,11459.0,802.0,63,57.0,0,No,Single,2,Poor,1
41670.0,Salaried,12178.0,513.0,40,29.0,0,Yes,Married,3,Good,0
52395.0,Unemployed,29673.0,721.0,49,118.0,0,Yes,Single,3,Average,0
58571.0,Salaried,23183.0,825.0,34,40.0,0,Yes,Married,3,Good,1
61772.0,Unemployed,13655.0,491.0,67,62.0,0,Yes,Single,5,Average,0
,Self-Employed,26982.0,523.0,68,51.0,0,No,,2,Good,0
45010.0,Self-Employed,14098.0,686.0,34,32.0,0,No,Divorced,5,Poor,1
66405.0,Unemployed,4397.0,773.0,31,53.0,1,Yes,Divorced,0,Good,0
,Salaried,25574.0,502.0,26,23.0,0,Yes,Married,2,Average,0
41465.0,Unemployed,33170.0,746.0,57,6.0,0,Yes,Single,2,Average,0
41685.0,Unemployed,24464.0,367.0,19,39.0,0,Yes,Married,5,Good,0
79100.0,Self-Employed,4901.0,391.0,62,18.0,0,No,Married,0,Good,0
38870.0,Unemployed,19812.0,477.0,42,53.0,0,Yes,Divorced,1,Good,0
69375.0,Self-Employed,17803.0,302.0,56,105.0,0,No,Single,2,Average,0
32968.0,Self-Employed,23026.0,402.0,26,24.0,0,Yes,Single,4,Average,0
57319.0,Unemployed,13222.0,572.0,39,6.0,0,No,Divorced,2,Good,0
54456.0,Unemployed,17332.0,833.0,60,18.0,4,Yes,Married,3,Good,0
74318.0,Unemployed,8639.0,415.0,63,64.0,4,Yes,Single,1,Poor,0
40184.0,Unemployed,21774.0,763.0,21,37.0,3,No,Married,5,Good,0
36040.0,Self-Employed,8937.0,403.0,43,62.0,0,Yes,Single,4,Good,0
48252.0,Unemployed,23499.0,558.0,46,9.0,0,Yes,Married,0,Poor,0
74972.0,Self-Employed,13996.0,607.0,62,44.0,0,Yes,Single,4,Poor,1
36738.0,Self-Employed,-5131.0,666.0,51,53.0,0,Yes,Single,0,Good,0
11174.0,Salaried,26350.0,601.0,40,55.0,0,No,Single,3,Good,0
50897.0,Self-Employed,23952.0,326.0,54,69.0,0,No,Single,4,Average,0
64243.0,Salaried,30824.0,807.0,28,95.0,0,Yes,Married,5,Good,1
34793.0,Unemployed,3279.0,826.0,23,59.0,0,No,Single,0,Average,0
62719.0,Salaried,14764.0,664.0,35,102.0,0,Yes,Married,1,Good,1
34461.0,Unemployed,21053.0,597.0,38,66.0,1,No,Married,4,Good,0
47802.0,Self-Employed,24574.0,660.0,59,35.0,0,,Married,1,Good,1
61290.0,Salaried,8297.0,,53,32.0,2,Yes,Married,4,Average,0
32188.0,Unemployed,23452.0,329.0,58,43.0,0,Yes,Single,1,Average,0
52723.0,Unemployed,15426.0,738.0,55,74.0,0,Yes,Single,0,Good,0
68225.0,Salaried,5159.0,639.0,51,33.0,0,No,Married,3,Good,1
57109.0,Salaried,13995.0,425.0,34,111.0,0,Yes,Married,4,Good,0
39191.0,Unemployed,24115.0,665.0,54,61.0,0,Yes,Divorced,1,Average,0
72781.0,Unemployed,5494.0,,42,105.0,0,Yes,Divorced,5,Average,0
